content,score,appVersion,userName
Clunky app. The dashboard performs really poorly.,2,1.0.0,Verified User
Perfect app! The update process seems honestly well.,4,1.0.0,Verified User
Average experience. Login screen could be better.,3,1.0.0,Verified User
One star because the payment gateway is bad.,1,1.0.0,Verified User
One star because the onboarding is buggy.,2,1.0.0,Verified User
Great app! The loading speed performs quite well.,4,1.0.0,Verified User
Highly recommend. The update process is good.,5,1.0.0,Verified User
One star because the loading speed is disappointing.,2,1.0.0,Verified User
I absolutely love the customer support. Great!,5,1.0.0,Verified User
One star because the design is trash.,1,1.0.0,Verified User
Five stars for the search function. It works perfectly.,4,1.0.0,Verified User
Highly recommend. The filters is fantastic.,4,1.0.0,Verified User
I absolutely love the portfolio tracker. Outstanding!,5,1.0.0,Verified User
I hate the login screen. It is incredibly horrible.,1,1.0.0,Verified User
I absolutely love the login screen. Brilliant!,5,1.0.0,Verified User
Highly recommend. The UI is awesome.,5,1.0.0,Verified User
Fix the analytics! It operates horrible right now.,1,1.0.0,Verified User
I hate the customer support. It is surprisingly disappointing.,1,1.0.0,Verified User
Nice app! The dashboard operates incredibly well.,4,1.0.0,Verified User
Average experience. Checkout process could be better.,3,1.0.0,Verified User
Five stars for the syncing. It seems perfectly.,4,1.0.0,Verified User
Average experience. Dark mode could be better.,3,1.0.0,Verified User
I absolutely love the design. Great!,5,1.0.0,Verified User
Average experience. Design could be better.,3,1.0.0,Verified User
I hate the portfolio tracker. It is extremely trash.,1,1.0.0,Verified User
Five stars for the profile page. It acts perfectly.,5,1.0.0,Verified User
Highly recommend. The search function is excellent.,4,1.0.0,Verified User
"Not bad, not great. Analytics is typical.",3,1.0.0,Verified User
Perfect experience overall. Dark mode is great.,5,1.0.0,Verified User
"Not bad, not great. Dashboard is typical.",3,1.0.0,Verified User
Terrible experience. Customer support crashes all the time.,1,1.0.0,Verified User
I hate the update process. It is incredibly awful.,1,1.0.0,Verified User
Fix the loading speed! It seems buggy right now.,2,1.0.0,Verified User
Three stars. Search function needs work but is okay.,3,1.0.0,Verified User
Five stars for the notifications. It seems perfectly.,5,1.0.0,Verified User
Perfect app! The onboarding works honestly well.,4,1.0.0,Verified User
Fix the syncing! It acts trash right now.,1,1.0.0,Verified User
Three stars. Profile page needs work but is typical.,3,1.0.0,Verified User
I absolutely love the profile page. Good!,4,1.0.0,Verified User
